ID,X,Y,Z,Gradient_X,Gradient_Y,Gradient_Z,Magnitude
12824,24,0,32,1.32212,1426.06,-18.6114,1426.18
12825,0,1,32,-210.582,825.416,54.9148,853.623
12826,1,1,32,14.4799,659.97,133.016,673.397
12827,2,1,32,-91.9597,292.508,-75.1556,315.699
12828,3,1,32,185.684,92.0113,9.42522,207.445
12829,4,1,32,232.631,431.632,102.773,500.985
12830,5,1,32,-499.246,204.306,224.928,584.449
12831,6,1,32,-346.23,14.8987,17.1452,346.974
12832,7,1,32,20.2054,44.7909,-54.0507,73.0477
12833,8,1,32,337.073,103.696,-511.612,621.383
12834,9,1,32,933.174,1040.56,-1231.96,1863.14
12835,10,1,32,650.936,2131.86,-1117.09,2493.28
12836,11,1,32,401.357,2084.87,429.491,2166.16
12837,12,1,32,-326.034,1093.71,57.5672,1142.72
12838,13,1,32,-1344.56,434.568,-660.402,1559.75
12839,14,1,32,-661.276,13.2279,-26.9512,661.957
12840,15,1,32,62.304,37.2523,-1.81998,72.6142
12841,16,1,32,218.569,65.3396,-153.428,274.921
12842,17,1,32,419.411,242.658,-395.627,625.547
12843,18,1,32,36.4141,558.821,-91.931,567.501
12844,19,1,32,-262.986,222.451,358.055,496.84
12845,20,1,32,1036.15,286.848,321.446,1122.15
12846,21,1,32,666.106,1112.37,235.201,1317.72
12847,22,1,32,-660.414,645.921,-420.84,1015.12
12848,23,1,32,-125.907,934.332,132.543,952.048
12849,24,1,32,298.909,869.441,77.9274,922.685
12850,0,2,32,-337.911,205.1,-61.1899,399.992
12851,1,2,32,-507.436,116.925,431.272,676.135
12852,2,2,32,-568.482,-80.2933,-99.8622,582.745
12853,3,2,32,161.874,280.079,37.7249,325.685
12854,4,2,32,144.361,-363.067,176.154,428.588
12855,5,2,32,-477.899,295.915,171.081,587.556
12856,6,2,32,-202.043,271.952,-14.0195,339.081
12857,7,2,32,87.9589,458.184,-114.56,480.41
12858,8,2,32,1004.25,478.381,-1002.37,1497.37
12859,9,2,32,2048.96,1689.24,-921.031,2810.7
12860,10,2,32,1101.02,2219.46,-288.651,2494.31
12861,11,2,32,-892.131,225.079,1186.37,1501.35
12862,12,2,32,-1644.15,-510.391,957.792,1970.05
12863,13,2,32,-1246.02,360.755,392.077,1355.15
12864,14,2,32,-468.588,689.908,88.3604,838.662
12865,15,2,32,53.8703,724.637,-64.0179,729.451
12866,16,2,32,221.721,928.401,-73.2173,957.314
12867,17,2,32,533.688,49.2383,-343.101,636.369
12868,18,2,32,-20.6026,68.3421,4.62131,71.5295
12869,19,2,32,-295.258,482.48,369.194,675.476
12870,20,2,32,1029.96,740.946,253.605,1293.89
12871,21,2,32,449.498,-242.154,161.855,535.616
12872,22,2,32,-265.952,-399.563,-453.544,660.366
12873,23,2,32,181.205,239.568,-202.855,362.462
12874,24,2,32,-128.458,-106.558,186.61,250.358
12875,0,3,32,-386.932,-18.8522,-226.328,448.66
12876,1,3,32,-270.913,259.772,-244.26,447.815
12877,2,3,32,71.1945,-35.2573,-210.4,224.9
12878,3,3,32,-97.089,634.732,28.7432,642.758
12879,4,3,32,248.467,-137.871,40.0976,286.971
12880,5,3,32,135.773,471.688,-58.0157,494.257
12881,6,3,32,-183.961,306.07,-161.97,392.115
12882,7,3,32,226.635,451.586,-54.5658,508.203
12883,8,3,32,1568.12,368.273,-84.6095,1613.01
12884,9,3,32,2674.26,-346.415,1279.99,2984.96
12885,10,3,32,-813.221,-817.668,-8.62596,1153.25
12886,11,3,32,-2328.5,-1508.46,-832.316,2896.57
12887,12,3,32,-190.358,-533.014,230.5,611.122
12888,13,3,32,-144.258,1895.66,-295.73,1924.0
12889,14,3,32,-297.393,1897.96,678.456,2037.4
12890,15,3,32,300.797,1130.36,-732.938,1380.36
12891,16,3,32,-456.83,1234.35,291.676,1348.11
12892,17,3,32,-440.648,252.557,168.483,535.11
12893,18,3,32,469.656,992.543,-61.3116,1099.76
12894,19,3,32,409.618,708.234,-419.198,919.299
12895,20,3,32,311.519,733.801,-481.428,931.279
12896,21,3,32,-474.403,-269.618,397.531,675.117
12897,22,3,32,-178.692,-456.82,-66.4494,495.006
12898,23,3,32,167.097,-438.481,-228.286,521.825
12899,24,3,32,-393.344,190.266,-519.736,679.003
12900,0,4,32,219.337,43.8025,68.719,233.987
12901,1,4,32,-523.842,332.803,-76.7668,625.349
12902,2,4,32,-193.522,151.467,338.481,418.285
12903,3,4,32,59.26,349.557,-104.236,369.55
12904,4,4,32,-18.6834,206.939,-487.687,530.105
12905,5,4,32,-33.9582,-139.587,53.3894,153.258
12906,6,4,32,-222.146,-151.024,-83.699,281.358
12907,7,4,32,150.163,-413.345,96.3427,450.205
12908,8,4,32,206.251,-235.527,-1.27996,313.071
12909,9,4,32,863.018,-1259.27,423.856,1584.37
12910,10,4,32,-61.0326,-2537.13,-503.422,2587.31
12911,11,4,32,-607.476,-103.304,79.6423,621.323
12912,12,4,32,1759.97,225.925,-863.118,1973.2
12913,13,4,32,1184.95,307.822,-170.506,1236.1
12914,14,4,32,-1233.88,46.7285,1128.55,1672.8
12915,15,4,32,-609.735,-250.417,-751.31,999.476
12916,16,4,32,-656.084,-564.534,449.147,975.129
12917,17,4,32,291.876,1530.02,-375.538,1602.24
12918,18,4,32,435.075,2524.37,-755.663,2670.73
12919,19,4,32,-553.999,1629.17,-66.0733,1722.06
12920,20,4,32,52.1111,-385.539,-106.798,403.437
12921,21,4,32,-741.123,-425.011,711.68,1111.93
12922,22,4,32,-434.814,374.596,778.16,966.912
12923,23,4,32,828.291,981.715,-474.631,1369.34
12924,24,4,32,1129.03,1949.03,183.457,2259.88
12925,0,5,32,191.07,-341.302,-98.063,403.25
12926,1,5,32,-163.249,-253.502,-140.157,332.502
12927,2,5,32,87.9481,76.1415,328.274,348.276
12928,3,5,32,-41.6167,882.961,100.139,889.596
12929,4,5,32,-240.676,1341.86,-367.001,1411.8
12930,5,5,32,-222.191,-285.032,62.6071,366.785
12931,6,5,32,-457.719,-254.071,98.1003,532.618
12932,7,5,32,142.132,-301.805,-339.755,476.152
12933,8,5,32,722.195,842.828,-202.049,1128.16
12934,9,5,32,372.657,1033.26,-22.1908,1098.63
12935,10,5,32,342.748,-882.254,217.098,971.071
12936,11,5,32,434.555,-181.345,635.943,791.294
12937,12,5,32,220.768,-470.053,-712.754,881.877
12938,13,5,32,-323.455,-1614.21,-470.486,1712.2
12939,14,5,32,-855.633,-1348.28,659.82,1727.81
12940,15,5,32,-310.465,-778.01,51.9633,839.279
12941,16,5,32,1323.61,659.846,239.236,1498.19
12942,17,5,32,2648.26,1528.49,-2293.94,3822.53
12943,18,5,32,568.807,552.003,-78.5525,796.505
12944,19,5,32,-2500.3,623.098,2071.13,3305.95
12945,20,5,32,-1742.66,83.8309,-93.4428,1747.18
12946,21,5,32,285.732,257.926,-3.56109,384.943
12947,22,5,32,1228.03,1119.55,-245.895,1679.86
12948,23,5,32,1741.53,711.995,-1452.01,2376.59
12949,24,5,32,1541.28,350.128,80.5342,1582.6
12950,0,6,32,394.936,-68.2464,-344.654,528.601
12951,1,6,32,-106.398,-133.216,264.862,314.991
12952,2,6,32,942.942,63.7097,1186.24,1516.69
12953,3,6,32,1324.97,409.914,1073.54,1753.88
12954,4,6,32,-1186.68,819.463,-944.037,1723.64
12955,5,6,32,-1629.88,57.3862,-1289.07,2078.83
12956,6,6,32,-238.919,1012.98,-71.5801,1043.23
12957,7,6,32,1247.06,2489.32,-50.1088,2784.67
12958,8,6,32,1541.31,1154.34,751.313,2067.03
12959,9,6,32,-862.063,976.193,-539.005,1409.48
12960,10,6,32,-1275.63,453.165,-218.285,1371.22
12961,11,6,32,-195.276,178.12,33.3575,266.406
12962,12,6,32,327.106,-102.84,47.7514,346.2
12963,13,6,32,306.721,-668.602,82.9625,740.263
12964,14,6,32,-397.686,162.528,-160.781,458.716
12965,15,6,32,1398.4,-239.87,946.646,1705.63
12966,16,6,32,1650.42,766.03,1211.99,2186.23
12967,17,6,32,184.033,-453.651,-849.635,980.586
12968,18,6,32,-470.316,-2564.69,133.324,2610.86
12969,19,6,32,-1022.17,-1767.65,187.545,2050.51
12970,20,6,32,-313.061,148.372,-31.4999,347.87
12971,21,6,32,294.597,299.992,140.321,443.253
12972,22,6,32,19.2543,568.945,-71.447,573.737
12973,23,6,32,58.8673,-34.1109,7.77077,68.4785
12974,24,6,32,405.3,-1965.08,279.017,2025.75
12975,0,7,32,61.1315,277.496,-287.054,403.907
12976,1,7,32,-31.2932,771.616,152.918,787.245
12977,2,7,32,631.077,161.083,359.81,744.089
12978,3,7,32,714.136,-295.399,877.011,1168.93
12979,4,7,32,-593.204,-21.6843,-594.768,840.303
12980,5,7,32,-28.6713,246.364,-497.442,555.846
12981,6,7,32,1974.22,1339.52,1220.49,2679.82
12982,7,7,32,283.494,2606.16,-312.912,2640.14
12983,8,7,32,-790.935,267.694,78.24,838.665
12984,9,7,32,-328.522,-336.825,-579.124,746.165
12985,10,7,32,-455.325,1149.24,45.4433,1236.99
12986,11,7,32,-121.451,180.257,-3.48998,217.382
12987,12,7,32,-625.953,498.853,55.4664,802.34
12988,13,7,32,-58.0865,302.498,-316.065,441.335
12989,14,7,32,-426.901,1229.27,45.0545,1302.07
12990,15,7,32,293.038,186.154,140.79,374.628
12991,16,7,32,1109.83,-1610.06,1019.13,2205.14
12992,17,7,32,-682.456,-762.409,-851.29,1331.06
12993,18,7,32,-745.195,-970.677,-329.914,1267.43
12994,19,7,32,212.762,-784.128,68.0869,815.328
12995,20,7,32,324.981,-708.03,-256.341,820.14
12996,21,7,32,706.304,-660.639,-150.069,978.688
12997,22,7,32,893.93,323.537,525.127,1086.07
12998,23,7,32,-792.495,-299.676,-92.7199,852.321
12999,24,7,32,-2320.65,-757.109,109.26,2443.48
13000,0,8,32,1383.18,-70.4989,-284.082,1413.81
13001,1,8,32,-222.811,382.981,-3.92325,443.096
13002,2,8,32,-124.073,-119.939,-150.698,229.106
13003,3,8,32,1142.21,-106.958,-469.372,1239.51
13004,4,8,32,-644.914,-86.3595,91.8114,657.116
13005,5,8,32,-268.683,494.861,-268.718,623.929
13006,6,8,32,2120.87,237.053,1355.77,2528.32
13007,7,8,32,175.238,-1621.49,-7.58394,1630.95
13008,8,8,32,-1401.67,-471.188,-4.32919,1478.75
13009,9,8,32,19.4856,-1044.32,-34.876,1045.09
13010,10,8,32,-758.551,-692.225,30.6523,1027.38
13011,11,8,32,-845.665,-700.703,-665.593,1284.19
13012,12,8,32,449.347,-737.724,-92.0184,868.687
13013,13,8,32,1037.14,225.601,393.548,1132.0
13014,14,8,32,-514.031,748.024,85.2001,911.607
13015,15,8,32,-1440.94,451.925,-310.952,1541.82
13016,16,8,32,701.853,-1106.51,-288.247,1341.66
13017,17,8,32,823.415,-931.919,-382.243,1301.0
13018,18,8,32,-492.035,-31.4006,-3.18618,493.046
13019,19,8,32,-759.524,108.43,-108.987,774.927
13020,20,8,32,-189.571,119.499,14.9127,224.588
13021,21,8,32,1326.16,-158.105,-379.484,1388.42
13022,22,8,32,380.217,-114.371,17.7729,397.443
13023,23,8,32,-1021.78,-1231.15,414.121,1652.65
13024,24,8,32,-509.564,174.628,-40.24,540.157
13025,0,9,32,968.091,141.416,-59.543,980.175
13026,1,9,32,-80.7332,-745.613,-158.589,766.555
13027,2,9,32,141.139,527.89,-233.596,594.269
13028,3,9,32,747.716,-220.22,-2.52693,779.475
13029,4,9,32,8.61477,-508.54,193.063,544.022
13030,5,9,32,294.742,1180.39,54.2324,1217.84
13031,6,9,32,-142.134,1183.76,-178.398,1205.54
13032,7,9,32,-424.748,-2057.83,230.704,2113.84
13033,8,9,32,-213.766,-987.411,-77.6035,1013.26
13034,9,9,32,-549.559,-915.188,20.8802,1067.72
13035,10,9,32,-111.705,-1185.5,-950.259,1523.44
13036,11,9,32,-166.95,-362.159,-2159.39,2195.9
13037,12,9,32,300.351,213.477,-631.913,731.503
13038,13,9,32,1427.66,-32.6758,388.951,1480.06
13039,14,9,32,-200.577,-997.71,-153.676,1029.21
13040,15,9,32,-1561.5,-76.682,-26.0979,1563.6
13041,16,9,32,-274.018,-207.935,-76.7458,352.438
13042,17,9,32,392.657,-335.376,80.8765,522.683
13043,18,9,32,295.154,-447.594,-85.0413,542.852
13044,19,9,32,363.661,-379.704,-25.5353,526.381
13045,20,9,32,58.4454,733.572,351.696,815.618
13046,21,9,32,472.434,-17.6367,-63.9594,477.07
13047,22,9,32,-179.111,-1064.21,-172.416,1092.87
13048,23,9,32,-503.496,-666.313,327.737,897.158
13049,24,9,32,490.896,-416.514,-55.3209,646.16
13050,0,10,32,-390.882,-156.188,-257.299,493.342
13051,1,10,32,163.662,-161.409,102.429,251.654
13052,2,10,32,401.32,2082.94,850.831,2285.52
13053,3,10,32,105.776,1372.4,-547.371,1481.31
13054,4,10,32,755.696,-196.096,-594.417,981.255
13055,5,10,32,1423.62,282.353,478.509,1528.2
13056,6,10,32,-1117.35,643.242,-14.7527,1289.36
13057,7,10,32,-1995.94,-290.194,133.204,2021.32
13058,8,10,32,-259.022,-545.95,-288.213,669.493
13059,9,10,32,-178.602,-214.399,-246.061,372.038
13060,10,10,32,-205.523,37.3133,99.2554,231.265
13061,11,10,32,553.31,-383.15,203.874,703.222
13062,12,10,32,778.83,301.067,860.038,1198.7
13063,13,10,32,-174.047,104.577,-180.232,271.5
13064,14,10,32,-558.037,-909.104,-706.011,1279.19
13065,15,10,32,-651.16,1367.18,-226.286,1531.14
13066,16,10,32,443.16,1198.74,19.7978,1278.19
13067,17,10,32,583.756,461.788,45.578,745.719
13068,18,10,32,-536.364,63.844,-111.299,551.497
13069,19,10,32,421.642,-421.416,421.574,730.135
13070,20,10,32,172.497,72.5786,26.3875,188.995
13071,21,10,32,-471.622,-116.056,-479.906,682.792
13072,22,10,32,-268.46,-317.981,-594.091,725.346
13073,23,10,32,-374.078,380.923,-80.2788,539.89
13074,24,10,32,-9.96554,-435.99,-135.018,456.527
13075,0,11,32,957.649,-319.904,-312.273,1056.86
13076,1,11,32,2158.39,-457.625,1932.9,2933.29
13077,2,11,32,1674.95,99.8349,1208.83,2068.01
13078,3,11,32,-1531.32,-101.736,-1175.55,1933.19
13079,4,11,32,-1081.43,-572.492,-1528.95,1958.3
13080,5,11,32,1134.08,164.91,433.392,1225.22
13081,6,11,32,-714.681,-1081.72,-221.778,1315.32
13082,7,11,32,-1613.94,647.653,194.437,1749.87
13083,8,11,32,-137.972,85.314,-467.133,494.498
13084,9,11,32,33.7045,1112.22,178.445,1126.95
13085,10,11,32,-280.456,445.027,5.49486,526.056
13086,11,11,32,96.804,456.596,489.603,676.434
13087,12,11,32,788.078,-417.478,477.665,1011.69
13088,13,11,32,217.49,80.8112,100.97,253.036
13089,14,11,32,1062.03,182.792,-2.06059,1077.64
13090,15,11,32,546.346,1468.97,141.796,1573.68
13091,16,11,32,-1179.41,993.547,-225.6,1558.54
13092,17,11,32,-742.24,-343.262,223.335,847.719
13093,18,11,32,-588.049,390.012,-54.3621,707.719
13094,19,11,32,372.396,617.24,145.234,735.362
13095,20,11,32,363.805,-182.769,244.744,475.035
13096,21,11,32,81.8752,732.408,174.048,757.243
13097,22,11,32,317.868,221.099,55.4269,391.148
13098,23,11,32,-621.506,930.374,-182.46,1133.65
13099,24,11,32,-1142.93,331.26,-15.7858,1190.07
13100,0,12,32,-666.325,335.282,-1336.85,1530.87
13101,1,12,32,583.401,-18.1464,578.057,821.484
13102,2,12,32,757.209,-859.177,806.385,1400.65
13103,3,12,32,-566.551,-648.451,-434.175,964.353
13104,4,12,32,1022.34,-514.246,353.821,1197.84
13105,5,12,32,914.394,192.986,490.311,1055.35
13106,6,12,32,-634.609,-798.477,-821.424,1309.59
13107,7,12,32,-828.903,579.717,-64.7294,1013.58
13108,8,12,32,205.543,540.898,207.206,614.616
13109,9,12,32,181.111,1311.36,-68.5539,1325.58
13110,10,12,32,-861.145,1450.75,-2.33476,1687.08
13111,11,12,32,-309.194,852.392,-1.99013,906.74
13112,12,12,32,403.045,167.034,283.534,520.325
13113,13,12,32,426.223,272.406,-11.0672,505.958
13114,14,12,32,830.123,272.589,128.018,883.062
13115,15,12,32,159.594,-882.094,62.4804,898.589
13116,16,12,32,-1369.07,-610.19,-349.493,1539.1
13117,17,12,32,-19.7791,169.944,115.286,206.308
13118,18,12,32,424.138,358.837,-3.03025,555.577
13119,19,12,32,-151.139,772.05,-43.7222,787.919
13120,20,12,32,287.664,497.34,-8.38966,574.602
13121,21,12,32,-67.7532,1079.47,-80.6872,1084.6
13122,22,12,32,-70.4937,-70.3849,397.518,409.81
13123,23,12,32,-263.918,62.7206,-62.8918,278.463
13124,24,12,32,-1208.19,824.428,147.337,1470.08
13125,0,13,32,250.792,95.2711,-24.5326,269.398
13126,1,13,32,963.935,681.445,-164.73,1191.92
13127,2,13,32,1044.64,710.393,-184.72,1276.74
13128,3,13,32,-1186.39,963.671,-4.7958,1528.46
13129,4,13,32,-239.994,445.784,-591.779,778.796
13130,5,13,32,849.848,-1011.38,-251.657,1344.79
13131,6,13,32,-327.95,105.897,290.875,450.97
13132,7,13,32,-274.565,-770.006,-215.404,845.395
13133,8,13,32,593.668,-182.977,459.47,772.68
13134,9,13,32,943.557,-360.618,-120.885,1017.33
13135,10,13,32,-739.421,1010.72,-5.13793,1252.32
13136,11,13,32,-1186.91,104.042,-138.564,1199.49
13137,12,13,32,208.092,781.179,5.13865,808.436
13138,13,13,32,323.045,73.128,185.759,379.753
13139,14,13,32,-92.4742,559.589,-12.0247,567.306
13140,15,13,32,-336.434,-607.288,169.261,714.588
13141,16,13,32,-127.371,-310.329,-270.316,430.811
13142,17,13,32,226.787,1114.9,12.7204,1137.8
13143,18,13,32,14.0562,165.184,-37.178,169.898
13144,19,13,32,510.899,151.831,39.1399,534.418
13145,20,13,32,671.229,126.6,158.008,701.1
13146,21,13,32,-485.849,602.467,-114.194,782.341
13147,22,13,32,-698.885,415.112,-16.6456,813.041
13148,23,13,32,273.307,234.015,127.769,381.818
13149,24,13,32,380.484,-81.8037,-45.536,391.833
13150,0,14,32,506.023,-54.2978,-1.97478,508.931
13151,1,14,32,1198.52,536.554,85.4683,1315.92
13152,2,14,32,1039.44,-788.372,-124.405,1310.51
13153,3,14,32,-831.16,-402.764,88.6503,927.849
13154,4,14,32,-952.713,70.651,89.1823,959.483
13155,5,14,32,574.507,-479.758,-175.322,768.741
13156,6,14,32,-393.23,879.249,0.459904,963.177
13157,7,14,32,-1117.78,-107.534,-521.574,1238.15
13158,8,14,32,614.93,-660.79,-299.893,951.167
13159,9,14,32,1374.8,-932.99,-478.014,1728.89
13160,10,14,32,-396.485,-1662.49,141.229,1714.94
13161,11,14,32,-538.731,-765.463,49.4893,937.344
13162,12,14,32,372.131,829.371,-3.61282,909.038
13163,13,14,32,204.633,-67.9521,177.506,279.286
13164,14,14,32,149.707,14.9344,-4.16693,150.508
13165,15,14,32,-710.324,-708.172,101.723,1008.17
13166,16,14,32,353.115,-308.503,-515.328,696.726
13167,17,14,32,455.734,961.035,78.8695,1066.54
13168,18,14,32,-538.931,193.333,80.0691,578.131
13169,19,14,32,-189.723,-88.2802,-242.953,320.647
13170,20,14,32,738.3,-830.484,210.729,1131.02
13171,21,14,32,220.76,-1079.95,-5.18095,1102.29
13172,22,14,32,-438.945,71.1881,77.9037,451.453
13173,23,14,32,-760.834,40.8187,-27.3079,762.417
13174,24,14,32,-1839.83,-790.934,-41.0647,2003.06
13175,0,15,32,1432.5,-254.6,64.4916,1456.37
13176,1,15,32,229.861,671.873,-14.7086,710.257
13177,2,15,32,105.325,-2191.92,480.101,2246.36
13178,3,15,32,-327.365,-1196.35,150.892,1249.47
13179,4,15,32,-316.988,-1184.33,153.803,1235.63
13180,5,15,32,1658.45,75.1011,847.526,1863.97
13181,6,15,32,44.2731,983.545,-11.9974,984.614
13182,7,15,32,-1814.6,950.107,-1110.05,2329.74
13183,8,15,32,-231.787,-410.11,85.116,478.706
13184,9,15,32,-58.1387,-743.328,-2.33907,745.601
13185,10,15,32,-571.895,-3275.99,-3.61356,3325.54
13186,11,15,32,1304.94,-1094.15,-82.8203,1704.96
13187,12,15,32,905.603,411.357,78.9424,997.779
13188,13,15,32,-491.391,-27.2031,-258.182,555.755
13189,14,15,32,-732.694,-980.691,-13.3658,1224.24
13190,15,15,32,-659.871,-1792.01,-87.12,1911.62
13191,16,15,32,1541.84,-879.785,187.508,1785.06
13192,17,15,32,728.623,585.435,163.159,948.813
13193,18,15,32,-1035.26,-334.007,63.81,1089.68
13194,19,15,32,-512.918,-407.22,-390.088,762.287
13195,20,15,32,-320.438,-980.396,72.6164,1033.99
13196,21,15,32,415.822,-2524.7,14.4659,2558.75
13197,22,15,32,421.881,-590.27,132.538,737.542
13198,23,15,32,-588.815,-803.044,-24.8756,996.093
13199,24,15,32,-1283.02,-246.232,-165.879,1316.92
13200,0,0,33,-36.9086,572.823,20.4597,574.376
13201,1,0,33,27.557,621.776,-1.60431,622.389
13202,2,0,33,35.4769,364.756,10.8932,366.639
13203,3,0,33,9.1421,65.4719,19.4319,68.9039
13204,4,0,33,9.05569,879.17,-6.25527,879.239
13205,5,0,33,-58.7629,727.032,14.7515,729.552
13206,6,0,33,-50.7547,37.4262,3.95322,63.1854
13207,7,0,33,-2.49791,0.376189,0.676135,2.615
13208,8,0,33,0.331912,14.2746,2.36763,14.4734
13209,9,0,33,8.0945,68.6663,1.74696,69.1638
13210,10,0,33,140.462,402.286,8.94787,426.197
13211,11,0,33,220.281,1780.11,154.532,1800.33
13212,12,0,33,-112.25,2208.53,-3.69551,2211.39
13213,13,0,33,-227.768,800.33,-57.6817,834.106
13214,14,0,33,-28.5444,93.9881,2.73538,98.2651
13215,15,0,33,-0.64814,2.3293,0.492875,2.46752
13216,16,0,33,2.12299,3.19598,-3.75251,5.36681
13217,17,0,33,21.5244,97.4813,-16.2403,101.142
13218,18,0,33,24.9831,654.123,-38.6145,655.738
13219,19,0,33,20.0831,820.94,1.26971,821.187
13220,20,0,33,141.25,829.731,41.4577,842.688
13221,21,0,33,25.1495,2411.6,14.756,2411.77
13222,22,0,33,-86.0045,1282.99,-63.2742,1287.42
13223,23,0,33,-16.5239,1179.63,16.7616,1179.87
13224,24,0,33,-64.0887,1463.37,-21.8459,1464.94
13225,0,1,33,12.0444,755.679,99.2337,762.262
13226,1,1,33,-76.4767,825.339,214.995,856.303
13227,2,1,33,-242.675,176.127,-201.517,361.277
13228,3,1,33,266.349,103.055,-63.0177,292.461
13229,4,1,33,339.836,424.781,-51.0568,546.383
13230,5,1,33,-479.635,248.531,129.347,555.471
13231,6,1,33,-414.083,12.7939,35.8075,415.825
13232,7,1,33,-14.0737,34.198,-0.0233539,36.9807
13233,8,1,33,34.477,97.7971,-28.3887,107.512
13234,9,1,33,202.1,1239.88,-270.444,1285.02
13235,10,1,33,996.183,1860.69,-695.378,2222.18
13236,11,1,33,1123.4,2003.34,325.033,2319.71
13237,12,1,33,-602.139,1925.56,-361.945,2049.72
13238,13,1,33,-1285.04,1280.93,199.817,1825.39
13239,14,1,33,-427.545,156.028,363.353,582.378
13240,15,1,33,-46.0442,11.2845,48.5426,67.8513
13241,16,1,33,49.699,52.498,-83.7519,110.636
13242,17,1,33,346.988,119.858,-215.37,425.618
13243,18,1,33,386.712,540.115,-375.005,762.823
13244,19,1,33,107.887,459.692,135.266,491.175
13245,20,1,33,936.578,377.314,445.072,1103.46
13246,21,1,33,251.778,1114.33,101.251,1146.9
13247,22,1,33,-701.987,477.522,-385.441,932.404
13248,23,1,33,73.6684,537.613,60.492,545.998
13249,24,1,33,219.652,953.063,-24.0756,978.343
13250,0,2,33,102.41,79.2022,-312.857,338.586
13251,1,2,33,-551.996,54.4754,169.266,579.929
13252,2,2,33,-686.807,-0.543679,-20.0066,687.098
13253,3,2,33,257.796,323.037,88.3949,422.641
13254,4,2,33,154.532,-327.671,-67.9791,368.604
13255,5,2,33,-470.75,191.61,99.1354,517.83
13256,6,2,33,-265.088,211.46,8.66652,339.208
13257,7,2,33,82.5053,458.584,-19.9306,466.372
13258,8,2,33,1206.01,480.26,65.3175,1299.76
13259,9,2,33,1770.99,2654.07,609.294,3248.34
13260,10,2,33,903.922,2973.75,-376.423,3130.81
13261,11,2,33,285.15,19.3064,-1058.59,1096.5
13262,12,2,33,-834.657,-243.54,825.997,1199.26
13263,13,2,33,-1997.3,367.708,1655.02,2619.83
13264,14,2,33,-1298.19,984.358,1352.12,2117.19
13265,15,2,33,-104.178,294.382,170.016,355.555
13266,16,2,33,110.696,990.156,-36.9221,997.009
13267,17,2,33,509.141,550.692,-206.128,777.801
13268,18,2,33,364.817,210.865,-124.657,439.426
13269,19,2,33,-142.717,-7.36764,310.991,342.254
13270,20,2,33,795.889,183.851,267.449,859.517
13271,21,2,33,125.358,-393.158,17.3531,413.024
13272,22,2,33,-662.723,186.104,-355.644,774.803
13273,23,2,33,459.017,-222.324,-363.413,626.253
13274,24,2,33,766.812,83.797,-118.459,780.419
13275,0,3,33,-37.4093,53.2709,-223.398,232.688
13276,1,3,33,-156.223,28.8714,98.0705,186.7
13277,2,3,33,25.8867,308.083,-10.6448,309.352
13278,3,3,33,-60.7776,386.413,3.80661,391.182
13279,4,3,33,208.408,-248.154,36.8183,326.144
13280,5,3,33,59.496,458.406,-35.7533,463.631
13281,6,3,33,-147.109,283.352,-92.5457,332.407
13282,7,3,33,254.726,507.829,-0.627365,568.133
13283,8,3,33,2229.96,374.413,-104.741,2263.6
13284,9,3,33,2695.59,-386.589,1102.71,2937.96
13285,10,3,33,-1638.58,-682.361,-212.885,1787.7
13286,11,3,33,-2093.88,-1411.38,-817.879,2654.3
13287,12,3,33,-253.738,-1522.85,94.4221,1546.72
13288,13,3,33,-57.142,926.244,298.248,974.754
13289,14,3,33,-500.87,2219.1,377.89,2306.09
13290,15,3,33,-40.2459,565.288,-342.599,662.227
13291,16,3,33,306.009,1274.78,-319.913,1349.46
13292,17,3,33,-432.303,749.919,700.752,1113.7
13293,18,3,33,-171.347,258.884,-130.558,336.788
13294,19,3,33,80.8732,355.836,-324.133,488.08
13295,20,3,33,550.787,526.955,-456.681,888.598
13296,21,3,33,254.031,-172.307,-555.686,634.829
13297,22,3,33,-531.153,402.622,464.794,812.565
13298,23,3,33,-28.6387,-272.518,-131.182,303.801
13299,24,3,33,831.894,123.131,-281.246,886.74
13300,0,4,33,53.6108,169.971,92.099,200.615
13301,1,4,33,-297.183,157.618,-68.2402,343.246
13302,2,4,33,-329.265,519.172,215.377,651.415
13303,3,4,33,-298.441,261.621,-519.945,654.106
13304,4,4,33,226.525,22.7226,-47.0002,232.462
13305,5,4,33,60.756,-102.769,40.9784,126.222
13306,6,4,33,-215.665,44.5357,-81.0737,234.665
13307,7,4,33,173.566,-390.88,89.1289,436.871
13308,8,4,33,311.594,79.721,137.663,349.853
13309,9,4,33,714.214,-1921.35,222.232,2061.81
13310,10,4,33,-120.873,-2197.85,-476.275,2252.11
13311,11,4,33,-555.335,74.1941,-236.975,608.325
13312,12,4,33,1502.97,-671.615,-95.5143,1648.97
13313,13,4,33,1744.64,339.002,-850.34,1970.22
13314,14,4,33,-1659.15,133.13,489.823,1735.06
13315,15,4,33,-1048.49,190.977,-36.6905,1066.38
13316,16,4,33,295.327,-355.097,-66.3151,466.594
13317,17,4,33,-506.756,14.0808,780.348,930.561
13318,18,4,33,-29.2658,2465.25,-1118.55,2707.3
13319,19,4,33,125.353,2636.56,-89.9392,2641.07
13320,20,4,33,267.746,-24.4636,-96.8819,285.784
13321,21,4,33,1.0252,-357.735,-97.4292,370.766
13322,22,4,33,-762.935,-160.199,834.514,1141.99
13323,23,4,33,179.525,628.03,537.698,846.032
